$GNRMC,074225.000,V,,,,,,,180121,,,M,V*27
$GNRMC,074226.000,V,,,,,,,180121,,,M,V*24
$GNRMC,074227.000,V,,,,,,,180121,,,M,V*25
$GNRMC,074228.000,V,,,,,,,180121,,,M,V*2A
$GNRMC,074229.000,V,,,,,,,180121,,,M,V*2B
$GNRMC,074230.000,V,,,,,,,180121,,,M,V*23
$GNRMC,074231.000,V,,,,,,,180121,,,M,V*22
$GNRMC,074232.000,V,,,,,,,180121,,,M,V*21
$GNRMC,074233.000,V,,,,,,,180121,,,M,V*20
$GNRMC,074234.000,V,,,,,,,180121,,,M,V*27
$GNRMC,074235.000,V,,,,,,,180121,,,M,V*26
$GNRMC,074236.000,V,,,,,,,180121,,,M,V*25
$GNRMC,074237.000,V,,,,,,,180121,,,M,V*24
$GNRMC,074238.000,V,,,,,,,180121,,,M,V*2B
$GNRMC,074239.000,V,,,,,,,180121,,,M,V*2A
$GNRMC,074240.000,V,,,,,,,180121,,,M,V*24
$GNRMC,074241.000,V,,,,,,,180121,,,M,V*25
$GNRMC,074242.000,V,,,,,,,180121,,,M,V*26
$GNRMC,074243.000,V,,,,,,,180121,,,M,V*27
$GNRMC,074244.000,V,,,,,,,180121,,,M,V*20
$GNRMC,074245.000,V,,,,,,,180121,,,M,V*21
$GNRMC,074246.000,V,,,,,,,180121,,,M,V*22
$GNRMC,074247.000,V,,,,,,,180121,,,M,V*23
$GNRMC,074248.000,V,,,,,,,180121,,,M,V*2C
$GNRMC,074249.000,V,,,,,,,180121,,,M,V*2D
$GNRMC,074250.000,V,,,,,,,180121,,,M,V*25
$GNRMC,074251.000,V,,,,,,,180121,,,M,V*24
$GNRMC,074252.000,V,,,,,,,180121,,,M,V*27
$GNRMC,074253.000,V,,,,,,,180121,,,M,V*26
$GNRMC,074254.000,V,,,,,,,180121,,,M,V*21
$GNRMC,074255.000,V,,,,,,,180121,,,M,V*20
$GNRMC,074256.000,V,,,,,,,180121,,,M,V*23
$GNRMC,074257.000,V,,,,,,,180121,,,M,V*22
$GNRMC,074258.000,V,,,,,,,180121,,,M,V*2D
